doc_id,document
08zf7161,"In December 2019 an outbreak of coronavirus disease (COVID-19) emerged in Wuhan, China. The causative agent was subsequently identified and named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) which rapidly spread worldwide causing a pandemic. Currently there are no licensed vaccines or therapeutics available against SARS-CoV-2 but numerous candidate vaccines are in development and repurposed drugs are being tested in the clinic. There is a vital need for authentic COVID-19 animal models to further our understanding of pathogenesis and viral spread in addition to pre-clinical evaluation of candidate interventions. Here we report a dose titration study of SARS-CoV-2 to determine the most suitable infectious dose to use in the ferret model. We show that a high (5×106 pfu) and medium (5×104 pfu) dose of SARS-CoV-2 induces consistent upper respiratory tract (URT) viral RNA shedding in both groups of six challenged animals, whilst a low dose (5×102 pfu) resulted in only one of six displaying signs of URT viral RNA replication. The URT shedding lasted up to 21 days in the high dose animals with intermittent positive signal from day 14. Sequential culls revealed distinct pathological signs of mild multifocal bronchopneumonia in approximately 5-15% of the lung, observed on day 3 in high and medium dosed animals, with presence of mild broncho-interstitial pneumonia on day 7 onwards. No obvious elevated temperature or signs of coughing or dyspnoea were observed although animals did present with a consistent post-viral fatigue lasting from day 9-14 in the medium and high dose groups. After virus shedding ceased, re-challenged ferrets were shown to be fully protected from acute lung pathology. The endpoints of URT viral RNA replication in addition to distinct lung pathology and post viral fatigue were observed most consistently in the high dose group. This ferret model of SARS-CoV-2 infection presents a mild clinical disease (as displayed by 80% of patients infected with SARS-CoV-2). In addition, intermittent viral shedding on days 14-21 parallel observations reported in a minority of clinical cases."
8jhwamfv,"The coronavirus disease (COVID-19) caused by the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has now spread to more than 100 countries posing as a serious threat to the public health on a global scale. Patients with comorbidity such as hypertension suffer more severe infection with elevated case fatality rate. Development of effective anti-viral drug is in urgent need to treat COVID-19 patients. Here we report that calcium channel blockers (CCBs), a type of anti-hypertension drugs that are widely used in the clinics, can significantly inhibit the post-entry replication events of SARS-CoV-2 in vitro. Comparison with two other major types of anti-hypertension drugs, the angiotensin converting enzyme inhibitors (ACEI) and angiotensin II receptor blockers (ARB), showed that only CCBs display significant anti-SARS-CoV-2 efficacy. Combined treatment with chloroquine and CCBs significantly enhanced the anti-SARS-CoV-2 efficacy. Retrospective clinical investigation of COVID-19 patients revealed that the CCB amlodipine besylate administration distinctly reduced the case fatality rate of patients with hypertension. Results from this study suggest that CCB administration for COVID-19 patients with hypertension as the comorbidity might improve the disease outcome."
0hki5u13,"Abstract Background: Avenues of treatment currently implemented for Covid-19 pandemic are largely supportive in nature. Non -availability of an effective antiviral treatment makes supportive care for acute hypoxic respiratory failure is the most crucial intervention. Highly contagious nature of Covid-19 had created stress and confusion among front line Health Care Workers (HCWs) regarding infectious risk of supportive interventions and best preventive strategies. Purpose: To analyze and summarize key evidence from published literature exploring the risk of transmission of Covid-19 related to common supportive care interventions in hospitalized patients and effectiveness of currently used preventive measures in hospital setting. Data Sources: Curated Covid-19 literature from NCBI Computational Biology Branch ,Embase and Ovid till May 20,2020.Longitudinal and reference search till June 28,2020 Study Selection: Studies pertaining to risk of infection to HCWs providing standard supportive care of hospitalized Covid-19 mainly focusing on respiratory support interventions.Indirect studies from SARS,MERS or other ARDS pathology caused by infectious agents based on reference tracking and snow ball search . Clinical, Healthy volunteer and mechanistic studies were included. Two authors independently screened studies for traditional respiratory supportive-care (Hypoxia management, ventilatory support and pulmonary toileting) related transmission of viral or bacterial pneumonia to HCWs. Data Extraction: Two authors (TK and SP) independently screened articles and verified for consensus. Quality of studies and level of evidence was assessed using Oxford Center for Evidence Based Medicine (OCEBM) , Newcastle - Ottawa quality assessment Scale for observational studies and Grading of Recommendations Assessment, Development and Evaluation (GRADE) system for grading evidence. Data Synthesis: 21 studies were eligible for inclusion. In 11 mechanistic studies, 7 were manikin based,1 was in the setting of GNB pneumonia ,2 were healthy volunteer study and 1 was heterogenous setting.Out of 10 clinical studies ,5 were case controlled and 6 were cohort studies. Risk of corona virus transmission was significantly high in HCWs performing or assisting endotracheal intubation or contact with respiratory secretion.(Moderate certainty evidence, GRADE B) Safety of nebulization treatment in corona virus pneumonia patients are questionable(Low certainty evidence, GRADE C).Very low certainty evidence exist for risk of transmission with conventional HFNC (GRADE D) and NIV (GRADE D),CPR (GRADE D),Bag and mask ventilation(GRADE D).Moderate certainty evidence exist for protective effect of wearing a multilayered mask, gown , eye protection and formal training for PPE use (GRADE B).Low certainty evidence exist for transmission risk with bag and mask ventilation, suctioning before and after intubation and prolonged exposure (GRADE C).Certainty of evidence for wearing gloves,post exposure hand washing and wearing N 95 mask is low(GRADE C). Limitations: This study was limited to articles with English abstract. Highly dynamic nature of body of literature related to Covid-19, frequent updates were necessary even during preparation of manuscript and longitudinal search was continued even after finalizing initial search. Due to the heterogeneity and broad nature of the search protocol, quantitative comparisons regarding the effectiveness of included management strategies could not be performed. Direct evidence was limited due to poor quality and non-comparative nature of available Covid-19 reporting. Conclusions: Major risk factors for transmission of corona virus infection were, performing or assisting endotracheal intubation and contact with respiratory secretion. Risk of transmission with HFNC or NIV can be significantly decreased by helmet interface, modified exhalation circuit or placing a properly fitting face mask over patient interface of HFNC. Evidence for risk of transmission with CPR, suctioning before or after intubation or bag and mask ventilation of very low certainty. Significant protective factors are Formal training for PPE use, consistently wearing mask, gown and eye protection. Primary Funding Source: None Disclosure: None of the authors have any conflict of interest to disclose."
1d0i10o7,"The COVID-19 pandemic caused by SARS-CoV-2 affects all aspects of human life. Detection platforms that are efficient, rapid, accurate, specific, sensitive, and user friendly are urgently needed to manage and control the spread of SARS-CoV-2. RT-qPCR based methods are the gold standard for SARS-CoV-2 detection. However, these methods require trained personnel, sophisticated infrastructure, and a long turnaround time, thereby limiting their usefulness. Reverse transcription-loop-mediated isothermal amplification (RT-LAMP), a one-step nucleic acid amplification method conducted at a single temperature, has been used for colorimetric virus detection. CRISPR-Cas12 and CRISPR-Cas13 systems, which possess collateral activity against ssDNA and RNA, respectively, have also been harnessed for virus detection. Here, we built an efficient, rapid, specific, sensitive, user-friendly SARS-CoV-2 detection module that combines the robust virus amplification of RT-LAMP with the specific detection ability of SARS-CoV-2 by CRISPR-Cas12. Furthermore, we combined the RT-LAMP-CRISPR-Cas12 module with lateral flow cells to enable highly efficient point-of-care SARS-CoV-2 detection. Our iSCAN SARS-CoV-2 detection module, which exhibits the critical features of a robust molecular diagnostic device, should facilitate the effective management and control of COVID-19."
1rcsqyff,"From 29 to 31 January 2020, a total of 565 Japanese citizens were evacuated from Wuhan, China on three chartered flights. All passengers were screened upon arrival in Japan for symptoms consistent with novel coronavirus (2019-nCoV) infection and tested for presence of the virus. Assuming that the mean detection window of the virus can be informed by the mean serial interval (estimated at 7.5 days), the ascertainment rate of infection was estimated at 9.2% (95% confidence interval: 5.0, 20.0). This indicates that the incidence of infection in Wuhan can be estimated at 20,767 infected individuals, including those with asymptomatic and mildly symptomatic infections. The infection fatality risk (IFR)—the actual risk of death among all infected individuals—is therefore 0.3% to 0.6%, which may be comparable to Asian influenza pandemic of 1957–1958."
11edrkav,"Introduction: Recent events highlight how emerging and re-emerging pathogens are becoming global challenges for public health. In December 2019, a novel coronavirus has emerged. This has suddenly turned out into global health concern. Objectives: Aim of this research is to focus on the bibliometric aspects in order to measure what is published in the first 30-days of a global epidemic outbreak Methods: We searched PubMed database in order to find all relevant studies in the first 30-days from the first publication. Results: From the initial 442 identified articles, 234 were read in-extenso. The majority of papers come from China, UK and USA. 63.7% of the papers were commentaries, editorials and reported data and only 17.5% of the sources used data directly collected on the field. Topics mainly addressed were epidemiology, preparedness and generic discussion. NNR showed a reduction for both the objectives assessed from January to February. Conclusions: Diagnosis and effective preventive and therapeutic measures were the fields in which more research is still needed. The vast majority of scientific literature in the first 30-days of an epidemic outbreak is based on reported data rather than primary data. Nevertheless, the scientific statements and public health decisions rely on these data."
01f5mvsc,"Objective: In absence of any vaccine, the Corona Virus Disease 2019 (COVID-19) pandemic is being contained through a non-pharmaceutical measure termed Social Distancing (SD). However, whether SD alone is enough to flatten the epidemic curve is debatable. Using a Stochastic Computational Simulation Model, we investigated the impact of increasing SD, hospital beds and COVID-19 detection rates in preventing COVID-19 cases and fatalities. Research Design and Methods: The Stochastic Simulation Model was built using the EpiModel package in R. As a proof of concept study, we ran the simulation on Kasaragod, the most affected district in Kerala. We added 3 compartments to the SEIR model to obtain a SEIQHRF (Susceptible-Exposed-Infectious-Quarantined-Hospitalised-Recovered-Fatal) model. Results: Implementing SD only delayed the appearance of peak prevalence of COVID-19 cases. Doubling of hospital beds could not reduce the fatal cases probably due to its overwhelming number compared to the hospital beds. Increasing detection rates could significantly flatten the curve and reduce the peak prevalence of cases (increasing detection rate by 5 times could reduce case number to half). Conclusions: An effective strategy to contain the epidemic spread of COVID-19 in India is to increase detection rates in combination with SD measures and increase in hospital beds."
2nruf2g7,"The COVID-19 pandemic continues to spread throughout the world with an urgent need for a safe and protective vaccine to effectuate herd immunity to control the spread of SARS-CoV-2. Here, we report the development of a SARS-CoV-2 subunit vaccine (NVX-CoV2373) produced from the full-length spike (S) protein, stabilized in the prefusion conformation. Purified NVX-CoV2373 S form 27.2nm nanoparticles that are thermostable and bind with high affinity to the human angiotensin-converting enzyme 2 (hACE2) receptor. In mice and baboons, low-dose NVX-CoV2373 with saponin-based Matrix-M adjuvant elicits high titer anti-S IgG that is associated with blockade of hACE2 receptor binding, virus neutralization, and protection against SARS-CoV-2 challenge in mice with no evidence of vaccine-associated enhanced respiratory disease (VAERD). NVX-CoV2373 vaccine also elicits multifunctional CD4+ and CD8+ T cells, CD4+ T follicular helper T cells (Tfh), and the generation of antigen-specific germinal center (GC) B cells in the spleen. These results support the ongoing phase 1/2 clinical evaluation of the safety and immunogenicity of NVX-CoV2327 with Matrix-M (NCT04368988)."
0d9hzmyk,"We first conducted time-series analysis of mono- and dinucleotide composition for over 10,000 SARS-CoV-2 genomes, as well as over 1500 Zaire ebolavirus genomes, and found clear time-series changes in the compositions on a monthly basis, which should reflect viral adaptations for efficient growth in human cells. We next developed a sequence alignment free method that extensively searches for advantageous mutations and rank them in an increase level for their intrapopulation frequency. Time-series analysis of occurrences of oligonucleotides of diverse lengths for SARS-CoV-2 genomes revealed seven distinctive mutations that rapidly expanded their intrapopulation frequency and are thought to be candidates of advantageous mutations for the efficient growth in human cells."
3eu9umx5,"The sudden outbreak of the severe acute respiratory syndrome-coronavirus (SARS-CoV-2) has spread globally with more than 1,300,000 patients diagnosed and a death toll of 70,000. Current genomic survey data suggest that single nucleotide variants (SNVs) are abundant. However, no mutation has been directly linked with functional changes in viral pathogenicity. Here we report functional characterizations of 11 patient-derived viral isolates, all of which have at least one mutation. Importantly, these viral isolates show significant variation in cytopathic effects and viral load, up to 270-fold differences, when infecting Vero-E6 cells. We observed intrapersonal variation and 6 different mutations in the spike glycoprotein (S protein), including 2 different SNVs that led to the same missense mutation. Therefore, we provide direct evidence that the SARS-CoV-2 has acquired mutations capable of substantially changing its pathogenicity."
0tdfvlqd,"COVID-19 pandemic has caused tens of thousands of deaths and is now a severe threat to global health. Clinical practice has demonstrated that the SARS-CoV-2 S1 specific antibodies and viral antigens can be used as diagnostic and prognostic markers of COVID-19. However, the popular point-of-care biomarker detection technologies, such as the lateral-flow test strips, provide only yes/no information and have very limited sensitivities. Thus, it has a high false negative rate and cannot be used for the quantitative evaluation of patient’s immune response. Conventional ELISA (enzyme-linked immunosorbent assay), on the other hand, can provide quantitative, accurate, and sensitive results, but it involves complicated and expensive instruments and long assay time. In addition, samples need to be sent to centralized labs, which significantly increases the turn-around time. Here, we present a microfluidic ELISA technology for rapid (15-20 minutes), quantitative, sensitive detection of SARS-CoV-2 biomarkers using SARS-CoV-2 specific IgG and viral antigen – S protein in serum. We also characterized various humanized monoclonal IgG, and identified a candidate with a high binding affinity towards SARS-CoV-2 S1 protein that can serve as the calibration standard of anti-SARS-CoV-2 S1 IgG in serological analyses. Furthermore, we demonstrated that our microfluidic ELISA platform can be used for rapid affinity evaluation of monoclonal anti-S1 antibodies. The microfluidic ELISA device is highly portable and requires less than 10 μL of samples for each channel. Therefore, our technology will greatly facilitate rapid and quantitative analysis of COVID-19 patients and vaccine recipients at point-of-care."
0klg8yvs,"In an effort to understand how many people have been infected with the new coronavirus, the World Health Organization (WHO) is planning a coordinated study to test blood samples for the presence of antibodies to the virus Called Solidarity II, the program, which will involve more than half a dozen countries around the globe, will launch in the coming days, says Maria Van Kerkhove, who is helping coordinate WHO’s COVID-19 response Knowing the true number of cases—including mild ones—will help pin down the prevalence and mortality rate of COVID-19 in different age groups It will also help policymakers decide how long shutdowns and quarantines should last “These are answers we need, and we need the right answers to drive policy,” WHO’s executive director for health emergencies, Michael Ryan, told a press briefing on 27 March"
0beno5o5,"Background The COVID-19 pandemic demands detailed understanding of the kinetics of antibody production induced by infection with SARS-CoV-2. We aimed to develop a high throughput multiplex assay to detect antibodies to SARS-CoV-2 to assess immunity to the virus in the general population. Methods Spike protein subunits S1 and RBD, and Nucleoprotein were coupled to distinct microspheres. Sera collected before the emergence of SARS-CoV-2 (N=224), and of non-SARS-CoV-2 influenza-like illness (N=184), and laboratory-confirmed cases of SARS-CoV-2 infection (N=115) with various severity of COVID-19 were tested for SARS-CoV-2-specific concentrations of IgG. Results Our assay discriminated SARS-CoV-2-induced antibodies and those induced by other viruses. The assay obtained a specificity between 95.1 and 99.0% with a sensitivity ranging from 83.6-95.7%. By merging the test results for all 3 antigens a specificity of 100% was achieved with a sensitivity of at least 90%. Hospitalized COVID-19 patients developed higher IgG concentrations and the rate of IgG production increased faster compared to non-hospitalized cases. Conclusions The bead-based serological assay for quantitation of SARS-CoV-2-specific antibodies proved to be robust and can be conducted in many laboratories. Finally, we demonstrated that testing of antibodies against different antigens increases sensitivity and specificity compared to single antigen-specific IgG determination."
0d6o5w8z,"We analyzed the epidemiological dataset of confirmed cases with COVID-19 in Japan as of 28 February 2020 and estimated the number of severe and non-severe cases, accounting for under-ascertainment. The ascertainment rate of non-severe cases was estimated at 0.44 (95% confidence interval: 0.37, 0.50), indicating that unbiased number of non-cases would be more than twice the reported count. Severe cases are twice more likely diagnosed and reported than other cases."
2qpcot6p,"The novel coronavirus (COVID-19) that emerged from Wuhan city of China in late December 2019 continue to pose devastating public health and economic challenges across the world. Although the community-wide implementation of basic non-pharmaceutical intervention measures, such as social-distancing, quarantine of suspected COVID-19 cases, isolation of confirmed cases, use of face masks in public, and contact-tracing, have been quite effective in curtailing and mitigating the burden of the pandemic, it is universally believed that the use of an anti-COVID-19 vaccine is necessary to build the community herd immunity needed to effectively control and eliminate the pandemic. This study is based on the design and use of a mathematical model for assessing the population-level impact of a hypothetical imperfect anti-COVID-19 vaccine on the control of COVID-19. An analytical expression for the minimum number of unvaccinated susceptible individuals needed to be vaccinated to achieve vaccine-induced community herd immunity is derived. The epidemiological consequence of the herd immunity threshold is that the disease can be effectively controlled or eliminated if the minimum herd immunity threshold is achieved in the community. Simulations of the model, using baseline parameter values obtained from fitting the model with mortality data relevant to COVID-19 dynamics in the US states of New York and Florida, as well as for the entire US, show that, for an anti-COVID-19 vaccine with an assumed protective efficacy of 80%, the minimum herd immunity threshold for the entire US, state of New York and state of Florida are, respectively, 90%, 84% and 85%. Furthermore, it was shown that, while a significantly large increase in vaccination rate (from baseline) is necessarily needed to eliminate COVID-19 from the entire US, the pandemic can be eliminated from the states of New York and Florida if the vaccination rate is marginally increased (by as low as 10%) from its baseline value. The prospect of COVID-19 elimination in the US or in the two states of New York and Florida is greatly enhanced if the vaccination program is combined with a public mask use program or an effective social-distancing measure. Such combination of strategies significantly reduces the vaccine-induced herd immunity threshold. Finally, it is shown that the vaccination program is more likely to lead to COVID-19 elimination in the state of Florida, followed by the state of New York and then the entire US."
16crg3k8,"Objective: To evaluate the diagnostic efficiency of different methods in detecting COVID-19 to provide preliminary evidence on choosing favourable method for COVID-19 detection. Methods: PubMed, Web of Science and Embase databases were searched for identifing eligible articles. All data were calculated utilizing Meta Disc 1.4, Revman 5.3.2 and Stata 12. The diagnostic efficiency was assessed via these indicators including summary sensitivity and specificity, positive likelihood ratio (PLR), negative LR (NLR), diagnostic odds ratio (DOR), summary receiver operating characteristic curve (sROC) and calculate the AUC. Results: 18 articles (3648 cases) were included. The results showed no significant threshold exist. EPlex: pooled sensitivity was 0.94; specificity was 1.0; PLR was 90.91; NLR was 0.07; DOR was 1409.49; AUC=0.9979, Q*=0.9840. Panther Fusion: pooled sensitivity was 0.99; specificity was 0.98; PLR was 42.46; NLR was 0.02; DOR was 2300.38; AUC=0.9970, Q*=0.9799. Simplexa: pooled sensitivity was 1.0; specificity was 0.97; PLR was 26.67; NLR was 0.01; DOR was 3100.93; AUC=0.9970, Q*=0.9800. Cobas: pooled sensitivity was 0.99; specificity was 0.96; PLR was 37.82; NLR was 0.02; DOR was 3754.05; AUC=0.9973, Q*=0.9810. RT-LAMP: pooled sensitivity was 0.98; specificity was 0.99; PLR was 36.22; NLR was 0.04; DOR was 751.24; AUC=0.9905, Q*=0.9596. Xpert Xpress: pooled sensitivity was 0.99; specificity was 0.97; PLR was 27.44; NLR was 0.01; DOR was 3488.15; AUC=0.9977, Q*=0.9829. Conclusions: These methods (ePlex, Panther Fusion, Simplexa, Cobas, RT-LAMP and Xpert Xpress) bear higher sensitivity and specificity, and might be efficient methods complement to the gold standard."
1jf2zz5q,"Asymptomatic infections and limited testing capacity have led to under-reporting of SARS-CoV-2 cases. This has hampered the ability to ascertain true infection numbers, evaluate the effectiveness of surveillance strategies, determine transmission dynamics, and estimate reproductive numbers. Leveraging both viral genomic and time series case data offers methods to estimate these parameters. Using a Bayesian inference framework to fit a branching process model to viral phylogeny and time series case data, we estimated time-varying reproductive numbers and their variance, the total numbers of infected individuals, the probability of case detection over time, and the estimated time to detection of an outbreak for 12 locations in Europe, China, and the United States. The median percentage of undetected infections ranged from 13% in New York to 92% in Shanghai, China, with the length of local transmission prior to two cases being detected ranging from 11 days (95% CI: 4-21) in California to 37 days (9-100) in Minnesota. The probability of detection was as low as 1% at the start of local epidemics, increasing as the number of reported cases increased exponentially. The precision of estimates increased with the number of full-length viral genomes in a location. The viral phylogeny was informative of the variance in the reproductive number with the 32% most infectious individuals contributing 80% of total transmission events. This is the first study that incorporates both the viral genomes and time series case data in the estimation of undetected COVID-19 infections. Our findings suggest the presence of undetected infections broadly and that superspreading events are contributing less to observed dynamics than during the SARS epidemic in 2003. This genomics-informed modeling approach could estimate in near real-time critical surveillance metrics to inform ongoing COVID-19 response efforts."
1bmu7tis,"Clinical manifestations of COVID-19 caused by the novel coronavirus SARS-CoV-2 are associated with age. While children are largely spared from severe respiratory disease, they can present with a SARS-CoV-2-associated multisystem inflammatory syndrome (MIS-C) similar to Kawasaki's disease. Here, we show distinct antibody (Ab) responses in children with MIS-C compared to adults with severe COVID-19 causing acute respiratory distress syndrome (ARDS), and those who recovered from mild disease. There was a reduced breadth and specificity of anti-SARS-CoV-2-specific antibodies in MIS-C patients compared to the COVID patient groups; MIS-C predominantly generated IgG Abs specific for the Spike (S) protein but not for the nucleocapsid (N) protein, while both COVID-19 cohorts had anti-S IgG, IgM and IgA Abs, as well as anti-N IgG Abs. Moreover, MIS-C patients had reduced neutralizing activity compared to COVID-19 cohorts, indicating a reduced protective serological response. These results suggest a distinct infection course and immune response in children and adults who develop severe disease, with implications for optimizing treatments based on symptom and age."
1ir19s25,"Novel corona virus disease 2019 (COVID-19) is emerging as a pandemic situation and declared as a global health emergency by WHO. Due to lack of specific medicine and vaccine, viral infection has gained a frightening rate and created a devastating state across the globe. Here the authors have attempted to design epitope based potential peptide as a vaccine candidate using immunoinformatics approach. As of evidence from literatures, SARS-CoV-2 Spike protein is a key protein to initiate the viral infection within a host cell thus used here as a reasonable vaccine target. We have predicted a 9-mer peptide as representative of both B-cell and T-cell epitopic region along with suitable properties such as antigenic and non-allergenic. To its support, strong molecular interaction of the predicted peptide was also observed with MHC molecules and Toll Like receptors. The present study may helpful to step forward in the development of vaccine candidates against COVID-19."
l7ymcyw7,"The ongoing pandemic spread of a novel human coronavirus, SARS-COV-2, associated with severe pneumonia disease (COVID-19), has resulted in the generation of thousands of virus genome sequences. The rate of genome generation is unprecedented, yet there is currently no coherent nor accepted scheme for naming the expanding phylogenetic diversity of SARS-CoV-2. We present a rational and dynamic virus nomenclature that uses a phylogenetic framework to identify those lineages that contribute most to active spread. Our system is made tractable by constraining the number and depth of hierarchical lineage labels and by flagging and declassifying virus lineages that become unobserved and hence are likely inactive. By focusing on active virus lineages and those spreading to new locations this nomenclature will assist in tracking and understanding the patterns and determinants of the global spread of SARS-CoV-2."
2tak1u80,"Background The COVID-19 pandemic has led to unprecedented demand for personal protective equipment. Shortages of surgical masks and filtering facepiece respirators has led to the extended use or re-use of single-use respirators and surgical masks by frontline healthcare workers. The evidence base underpinning such practices has been questioned. Objectives To summarise guidance and synthesise systematic review evidence on extended use, re-use or reprocessing of single-use surgical masks or filtering facepiece respirators. Methods A targeted search of the World Health Organization, European Centre for Disease Prevention and Control, the US Centers for Disease Control and Prevention, and Public Health England websites was conducted to identify guidance. Four databases (Medline, Pubmed, Epistemonikos, Cochrane Database of Systematic Reviews) and three preprint repositories (Litcovid, MedRxiv and Open Science Framework) were searched for relevant systematic reviews. Record screening and data extraction was conducted by two reviewers. Quality of included systematic reviews was appraised using the AMSTAR-2 checklist. Findings were integrated and narratively synthesised to highlight the extent to which key claims in guidance documents were supported by research evidence. Results Six guidance documents were identified. All note that extended use or re-use of single-use surgical masks and respirators (with or without reprocessing) should be considered only in situations of critical shortage. Extended use was generally favoured over re-use because of reduced risk of contact transmission. Four high-quality systematic reviews were included: three focused on reprocessing (decontamination) of N95 respirators and one focused on reprocessing of surgical masks. There was limited evidence on the impact of extended use on masks and respirators. Vaporised hydrogen peroxide and ultraviolet germicidal irradiation were highlighted as the most promising reprocessing methods, but evidence on the relative efficacy and safety of different methods was limited. We found no well-established methods for reprocessing respirators at scale. Conclusions: There is limited evidence on the impact of extended use and re-use of surgical masks and respirators. Where extended use or re-use is being practiced, healthcare organisations should ensure that policies and systems are in place to ensure these practices are carried out safely and in line with available guidance."
0dgmfeak,"Aims: To validate the diagnostic accuracy of a Euroimmun SARS-CoV-2 IgG and IgA immunoassay for COVID-19 disease. Methods: In this unmatched (1:1) case-control validation study, we used sera of 181 laboratory-confirmed SARS-CoV-2 cases and 176 negative controls collected before the emergence of SARS-CoV-2. Diagnostic accuracy of the immunoassay was assessed against a whole spike protein-based recombinant immunofluorescence assay (rIFA) by receiver operating characteristic (ROC) analyses. Discrepant cases between ELISA and rIFA were further tested by pseudo-neutralization assay. Results: COVID-19 patients were more likely to be male and older than controls, and 50.3% of them were hospitalized. ROC curve analyses indicated that IgG and IgA had a high diagnostic accuracy with AUCs of 0.992 (95% Confidence Interval [95%CI]: 0.986-0.996) and 0.977 (95%CI: 0.963-0.990), respectively. IgG assays outperformed IgA assays (p=0.008). Considering optimized cut-offs taking the 15% inter-assay imprecision assessed into account, an IgG ratio cut-off > 1.5 displayed a 100% specificity (95%CI: 98-100) and a 100% positive predictive value (95%CI: 97-100). A 0.5 cut-off displayed a 97% sensitivity (95%CI: 93-99) and a 97% negative predictive value (95%CI: 93-99). Adopting these thresholds, rather than those of the manufacturer, improved assay performance, leaving 12% of IgG ratios ranging between 0.5-1.5 as indeterminate. Conclusions: The Euroimmun assay displays a nearly optimal diagnostic accuracy using IgG against SARS-CoV-2 in a samples of patients, without any obvious gains from considering IgA serology. The optimized cut-offs are fit for rule-in and rule-out purposes, allowing determination of whether individuals have been exposed to SARS-CoV-2 or not in our study population. They should however not be considered as a surrogate of protection at this stage."
3mmo1x2n,"The main purpose of the study is to introduce the wavelength models developed to measure the size of outbreaks based on the COVID-19 example. In this way, the wavelengths of the outbreaks can be calculated, ensuring that the outbreaks are valid, reliable and easy to follow at the national and international level. Wavelength models consist of approved case, death, recovered case and net wavelength models. Thus, the size of the outbreak can be measured both individually and as a whole. COVID-19 cases of 181 countries were used to demonstrate the application of the models. The prominent findings in the applied wavelength models are as follows: the countries with the highest case wavelength are USA, Italy, Spain and Germany, respectively. However, Italy ranks first in the death wavelength, followed by Spain, the USA and France. On the other hand, China has taken the first place in the recovered case wavelength. This country was followed by Spain and Germany and Italy, respectively. Based on all these wavelength models mentioned, net wavelength lengths are calculated. According to the net wavelengths obtained, Canada ranked first, followed by United Kingdom, the USA and the Netherlands, respectively."
vk8s1f23,"In light of the current COVID-19 pandemic, there is an urgent need to accurately infer the evolutionary and transmission history of the virus to inform real-time outbreak management, public health policies and mitigation strategies. Current phylogenetic and phylodynamic approaches typically use consensus sequences, essentially assuming the presence of a single viral strain per host. Here, we analyze 621 bulk RNA sequencing samples and 7,540 consensus sequences from COVID-19 patients, and identify multiple strains of the virus, SARS-CoV-2, in four major clades that are prevalent within and across hosts. In particular, we find evidence for (i) within-host diversity across phylogenetic clades, (ii) putative cases of recombination, multi-strain and/or superinfections as well as (iii) distinct strain profiles across geographical locations and time. Our findings and algorithms will facilitate more detailed evolutionary analyses and contact tracing that specifically account for within-host viral diversity in the ongoing COVID-19 pandemic as well as future pandemics."
0a49okho,"SARS-CoV-2 has infected over 140,000 people as of March 14, 2020. We use a mathematical model to investigate the effectiveness of social distancing interventions lasting six weeks in a middle-sized city in the US. We explore four social distancing strategies by reducing the contacts of adults over 60 years old, adults over 60 years old and children, all adults (25, 75 or 95% compliance), and everyone in the population. Our results suggest that social distancing interventions can avert cases by 20% and hospitalizations and deaths by 90% even with modest compliance within adults as long as the intervention is kept in place, but the epidemic is set to rebound once the intervention is lifted. Our models suggest that social distancing interventions will buy crucial time but need to occur in conjunction with testing and contact tracing of all suspected cases to mitigate transmission of SARS-CoV-2."
58sc6xgq,"Background It has been reported that several cases recovered from COVID-19 tested positive for SARS-CoV-2 after discharge (re-detectable positive, RP), however the clinical characteristics, significance and potential cause of RP patients remained elusive. Methods A total of 262 COVID-19 patients were discharged from January 23 to February 25, 2020, and were enrolled for analysis of their clinical parameters. The RP and non-RP (NRP) patients were grouped according to the disease severity during their hospitalization period. The clinical characterization at re-admission to the hospital was analyzed. SARS-CoV-2 RNA and plasma antibody levels were detected using high-sensitive detection methods. Findings Up to March 10, 2020, all of patients were followed up for at least 14 days, and 38/262 of RP patients (14.5%) were present. The RP patients were characterized by being less than 14-years old and having mild and moderate conditions as compared to NRP patients, while no severe patients became RP. Retrospectively, the RP patients displayed fewer symptoms, more sustained remission of CT imaging and earlier RNA negative-conversion but similar plasma antibody levels during their hospitalization period as compared to those NRP patients. When re-admitted to the hospital, these RP patients showed no obvious clinical symptoms or disease progression indicated by normal or improving CT imaging and inflammatory cytokine levels. All 21 close contacts of RP patients were tested negative for SARS-CoV-2 RNA, and no suspicious clinical symptoms were reported. However, 18/24 of RNA-negative samples detected by the commercial kit were tested to be positive for virus RNA using a hyper-sensitive method, suggesting the carrier status of virus possibly existed in patients recovered from COVID-19. Interpretation Our results showed that young and mild COVID-19 patients seem to be RP patients after discharge, who show no obviously clinical symptoms and disease progression upon re-admission. More sensitive RNA detection methods are required to monitor these patients during follow-up. Our findings provide empirical information and evidence for the effective management of COVID-19 patients during their convalescent phase."
0gikppdh,"In absence of extensive testing for SARS-CoV-2, true prevalence of COVID-19 cases in India remain unknown. In this study, a conservative estimate of prevalence of COVID-19 is calculated based on the age wise COVID-19 positivity rate among patients with severe respiratory illness as reported by Indian Council of Medical Research. Calculations in the study estimates a cumulative number of 17151 COVID-19 positive cases by the end of April 2, 2020."
